Season,DayNum,TeamIdA,TeamIdB,ORPRec,ORPPast,SeedDiff,WinRatioDiff,GapAvgDiff,538ratingDiff,OrdinalRankDiff,AstRecAvgDiff,AstPastAvgDiff,EFGRecRateDiff,EFGPastRateDiff,FTRecRateDiff,FTPastRateDiff,TORecRateDiff,TOPastRateDiff,PRIDiff,sos_adj_dDiff,sos_adj_oDiff,ScoreDiff,WinA
2016,134,1195,1192,0.29870814658581596,0.35708716669265556,0,0.0033370411568409697,4.401557285873192,4.689999999999998,-76.87378640776697,-0.9000000000000004,-1.3605263157894747,0.01410676133455735,-0.0120254898085837,0.02919377943139695,-0.013129747702207484,-1.6644950576782023,-0.34015118736468963,0.01611797150205546,2.299999999999997,0.29999999999999716,31,1
2016,134,1455,1435,0.2661459325585826,0.2971938775510204,0,0.14818548387096775,4.303427419354838,1.0,3.408471028246069,-2.09090909090909,0.19298245614035103,-0.06334838698535505,-0.023212178094747737,0.031353619784470876,-0.023955338196702702,-0.601261133590862,-2.3215359751215416,0.01497787724084143,1.4000000000000057,-1.2999999999999972,20,1
2016,135,1221,1380,0.2436194895591647,0.24510343742625657,0,-0.18866080156402737,-6.204301075268817,-1.1099999999999994,63.97694174757285,2.083333333333334,4.50125313283208,-0.03368263473053884,0.008012778623659511,-0.07196645669699561,0.026633840644583684,-1.9102456075269636,0.7977920316510865,-0.04154552711277221,-0.20000000000000284,3.0,4,1
2016,135,1276,1409,0.2416918429003021,0.23906705539358603,0,-0.008797653958944274,1.919843597262954,-0.36000000000001364,-27.172838119916513,-0.8333333333333339,2.428571428571429,-0.021859410879721264,0.08410378170489513,-0.07203658246892075,-0.0538327182342247,0.0062116761852308855,-1.0482713929121097,-0.00413990120683938,-2.0999999999999943,3.8000000000000114,5,1
2016,136,1114,1345,0.23825863178211448,0.2269118505545826,7,0.10626185958254275,-3.211574952561671,-9.780000000000001,51.371238473117536,-2.8106060606060606,-5.7368421052631575,0.017807649667405778,-0.03383761771013333,-0.05325467215711116,-0.014689492910655688,0.4271327174629054,-0.735435958659572,-0.03912059813680324,2.4000000000000057,-7.299999999999997,2,1
2016,136,1139,1403,0.31574369382429696,0.32560812104960735,1,0.06451612903225801,6.870967741935484,2.9000000000000057,-17.315660612535613,0.6999999999999993,1.6166666666666654,0.0063608183139057806,0.03475053980175241,-0.014085095337687259,-0.037533301935934016,-2.0882393496227056,-2.739837489932686,-0.02707723554209207,0.7000000000000028,1.7999999999999972,10,1
2016,136,1163,1160,0.2553191489361702,0.23815620998719594,1,0.049632352941176516,5.5735294117647065,3.8599999999999994,-6.781944106381964,2.904761904761905,-1.1500000000000004,0.07469923478097862,0.012015968360089446,-0.05342808748803299,-0.0635847929567066,-1.5661210069485048,-1.487352458952678,0.005990880934127474,0.09999999999999432,-2.9000000000000057,7,1
2016,136,1181,1423,0.3134461264470169,0.33087261025932235,-9,-0.0696969696969697,3.0272727272727282,9.61,-81.58063051463114,0.8030303030303028,-0.07017543859649145,0.006805702747140097,0.03417041362712003,0.04398520670059708,0.03407446300970429,-1.615730165544404,-1.3277680090121855,0.052541511546998154,-4.700000000000003,4.5,8,1
2016,136,1211,1371,0.2636826042726348,0.2858942065491184,5,0.02367424242424243,5.6893939393939394,1.5,-16.130888224101714,0.44696969696969724,0.2857142857142847,0.036207563913749574,0.05829987588435637,-0.006912975340810423,0.007446938610893572,-3.7904732116093474,-1.0929057193211769,-0.0036557602921126753,2.5,-1.0,16,1
2016,136,1231,1151,0.32749786507258755,0.3296082125917744,-7,-0.0625,5.687499999999998,10.760000000000005,-52.56362517542321,1.5538461538461537,1.944976076555026,0.05322011404570587,0.06990413679434826,-0.13873130228917824,-0.022032230071693526,-0.5529108952130333,1.5781010292712256,0.03035651195276423,-5.200000000000003,3.700000000000003,25,1
2016,136,1235,1233,0.24479052423777145,0.2627911606609596,-9,-0.03125,0.9375,8.280000000000001,-117.24125779196804,-0.8636363636363633,0.02619047619047521,0.033431133256610845,0.029158969874427676,-0.01909838587971452,-0.0697010041857449,0.357412086391907,-1.7205159141019166,0.05116790169749341,-5.099999999999994,6.0,13,1
2016,136,1242,1122,0.28024072216649953,0.3096420838109795,-15,0.3939393939393939,15.06060606060606,25.629999999999995,-235.36808603801327,0.2587412587412583,3.790909090909091,0.0186767181547004,0.05298321301669434,-0.08225287220532213,-0.015580729046046737,0.41252295888371115,-3.757577227103141,0.17345531688473498,-7.3999999999999915,6.099999999999994,26,1
2016,136,1246,1392,0.3200836820083682,0.3314967860422406,-9,-0.03529411764705892,1.1450980392156858,13.599999999999994,-68.932007614632,0.06993006993007,-3.0701754385964914,0.038875048374612864,-0.015228555556026757,0.012811210010319929,0.0625447929874855,-2.4915674473506915,0.41586506225867303,0.030156402515095215,-3.9000000000000057,5.599999999999994,28,1
2016,136,1274,1138,0.2482598607888631,0.276566757493188,-11,0.2054924242424242,8.145833333333334,11.39,-129.69947438152948,-1.102564102564104,1.0999999999999996,0.02103977980846916,0.05762756543023917,-0.02260779195472762,0.018124646959141344,-0.8535833085678046,-3.0107345414290947,0.08373420876942772,-2.5,0.5,7,1
2016,136,1314,1195,0.33776301218161686,0.33208489388264667,-15,0.27180527383367137,9.981744421906694,22.53,-181.93207397236577,3.9000000000000004,6.0200501253132845,-0.03397972724332887,0.029906818834075255,-0.055082128081893916,0.03312327880464322,0.330753770434729,-3.287353883383183,0.15381726897905046,-8.700000000000003,7.0,16,1
2016,136,1344,1425,0.29863013698630136,0.2980561555075594,1,0.06060606060606066,-1.8484848484848495,1.0799999999999983,0.35006749994962405,3.1818181818181834,-0.04545454545454497,-0.021454464322680666,-0.04686700058022458,0.08584545885297107,0.009528908836479055,-0.1582527406822951,-0.4274314384333735,-0.0046312605103802085,-1.7999999999999972,2.4000000000000057,1,1
2016,136,1428,1201,0.2524514516439146,0.2802243456584961,-11,0.03882575757575757,4.016098484848485,10.030000000000001,-86.80948844144488,2.217948717948719,2.268170426065163,0.07277013684922146,0.06929705191825614,-0.06285592064807641,0.052471945769624995,3.8145701378780217,0.6553847655749951,0.06940289488374352,-0.6000000000000085,4.0,11,1
2016,136,1438,1214,0.2448512585812357,0.2493074792243767,-15,0.12121212121212122,9.796969696969697,23.849999999999994,-218.57936190455598,1.1500000000000004,2.5666666666666664,0.04154297883324737,0.08839148520325835,-0.0913784202374806,0.00021216270951068816,-2.5303591773331675,-2.9703797889962704,0.13009239308282583,-5.900000000000006,7.699999999999989,36,1
2016,136,1455,1112,0.27756805086429565,0.2962149667726091,5,-0.01564027370478982,1.4975562072336235,-2.450000000000003,23.094691557759386,1.454545454545455,-0.973684210526315,-0.023699218222342222,-0.04980262853729356,-0.0589330339051736,-0.03988451989822833,-1.740486888815031,-2.8160101250885017,-0.007160403204832466,0.8000000000000114,-3.0999999999999943,10,1
2016,136,1463,1124,0.34650455927051677,0.3775009437523594,7,0.12152777777777779,4.275462962962964,-5.269999999999996,56.16798343083107,1.0,-3.8382352941176467,0.03247220007836671,-0.006463877322398615,0.024401778114064132,-0.021440574073682606,-1.4452870574567136,2.49677886966351,-0.019982935908891997,3.799999999999997,-3.8000000000000114,4,1
2016,137,1218,1143,0.2418086500655308,0.28493894165535955,9,0.13636363636363635,2.709090909090909,-7.6000000000000085,33.49607161888521,2.166666666666666,3.0700280112044815,0.011644473669790156,-0.004625348089234205,0.03359088169214747,0.05224421221369341,1.8842564370594381,-0.573831565192485,-0.04400280173645532,2.700000000000003,-4.199999999999989,11,1
2016,137,1234,1396,0.34130552058982194,0.304010906220851,-3,0.02116935483870963,8.168346774193548,7.429999999999993,-75.14394475529116,-0.83916083916084,4.40263157894737,0.0034344895051357516,0.07279064631015153,0.11566873464242836,0.021283923690676665,2.5295765457884265,-0.315075739238317,0.0045118750723284196,-1.1000000000000085,2.200000000000003,2,1
2016,137,1268,1355,0.2648171500630517,0.2560646900269542,-7,-0.024193548387096753,2.092741935483871,8.730000000000004,-54.584091060640404,2.4818181818181824,2.9523809523809526,0.010275219420315174,0.0592075496089457,-0.07554919016828493,-0.010003662766897181,1.1406181553689176,1.311294807619877,0.030693657760554327,-4.300000000000011,4.799999999999997,5,1
